tack range,  பசை ஒட்டுக்கால நெடுக்கம், 
weak topology,  நலிந்த திணையம்/ வலுவற்றப் பரப்புருவியல், 
wearing course,  தேய்மானக்காப்பு அடுக்கு, தேய்தளம், தேய்வுச் சாலை, 
weather centre,  வானிலை நிலையம்/ வானிலை மையம், 
weather station,  வானிலை நிலையம்/ வானிலை ஆய்வு நிலையம், 
weather cocking,  வானிலைக் காற்றியக்கத் திசை நிறுத்தல், 
weathered crude,  வீறிழப்புக் கல்லெண்ணெய், 
weathered iceberg,  ஒழுங்கறு பனிமிதவை;- இயல்சிதர்வுப் பனிமலை, 
weathered layer,  வானிலை மாற்ற அடுக்கு;- இயல்சிதர்வு அடுக்கு, 
weathering correction,  வானிலைச் சிதர்வுத் திருத்தம்// சிதைவூற்றுத் திருத்தப்பாடு, 
weathering course,  தட்பவெப்பக் காப்பு அடுக்கு, 
weathering potential index,  வானிலை சிதைவுச் சுட்டு// சூழ்நிலைச் சிதைவுச் சுட்டி, 
weathering rind,  இயற்சிதைவுறு பாறைப் புறணி// சூழ்நிலைச் சிதைவுறு பாறை வெளியடுக்கு, 
weather map,  வானிலை வரைபடம்/ வானிலை நிலப்படம், 
weather minimum,  இடர்தரு வானிலை: மோசமான வானிலை;- இடர்தறு வானிலை, 
weatherometer,  வானிலைச் சிதர்வு ஆய்வளவி, 
weather pit,  வானிலைச் சிதர்வுப் பள்ளம்/ வானிலைச் சிதைவுப் பள்ளம், 
weatherproof,  வானிலை சிதைவுக் காப்பு, 
weather resistance,  வானிலைத் தடையமைவு// சூழ்நிலைச் சிதைவுத் தடுப்பு, 
weather shore,  காற்றுத்திசைக் கரை/ காற்றுத்திசை கரை, 
weather side,  காற்றுப் பக்கம்/ காற்றுப்படு பக்கம், 
weather signal,  வானிலைக் குறிகை/ வானிலை - சுட்டுக்குறி, 
weather strip,  வானிலைக் காப்புத்துண்டு, தடுப்புக் கட்டை;- இழுவைத் தடை, 
weather struck joint,  காரைபூசாத தளஇணைப்பு, 
weather type,  வானிலை வகை, 
weave,  நெசவு ; நெசவு, தை;- இழை; நெசவுமுறை ; நெய் , தெற்று, 
weber,  வெபர், 
weber differential equation,  வெபர் வகையச் சமன்பாடு, 
web fed press,  உருளைத்தாள் அச்சுப்பொறி, 
web frame,  வலைச் சட்டம், 
web plate,  அகட்டுத் தட்டு, 
web stiffener,  அகடு விறைப்பேற்றி, 
weddell current,  வீடெல் நீரோட்டம், 
wedge bit,  வளைந்த துண்டு, 
wedge bonding,  வெப்பக்குறுக்கப் பிணைப்பு, 
wedge core lifter,  ஆப்பு உள்ளகப் பளுதூக்கி, 
wedge filter,  சரிவுக் கதிர்வீச்சு வடிப்பான், 
wedge photometer,  சரிவுதள ஒளிஅளவி, 
wedge product,  ஆப்புப் பெருக்கற்பலன், 
wedge spectrograph,  ஒளிவடிப்பு அலைமாலை வரைவி, 
wedging,  ஆப்பு இடுதல், ஆப்பிணைப்பு பொறி, 
weep hole,  கசிவுத் துளை; நீர்கசிவுத் துளை, 
weft knitting,  ஊடைப் பின்னல், ஊடைப்பின்னல் முறை/ குறுக்குப் பின்னல், 
weibull distribution,  வைபுல் பரவல், 
weierstrass function,  வையர்ஸ்டாஸ் சார்பு, 
weigert effect,  வைகெர்ட் விளைவு, 
weighing rain gage,  கொள்மழை அளவி, 
weight and balance sheet,  வான்கல எடைப்பரவல் குறிப்பு, 
weight barometer,  எடையிடு அழுத்தஅளவி, எடைப் பாரமானி, 
weight density,  எடை அடர்த்தி, எடைச் செறிவு, 
weighted aggregative index,  எடையிட்டத் திரள் குறியீடு, 
weighted average,  நிறையிட்ட நிரலளவென், ஈடிட்ட சராசரி, எடையிடப்பட்ட சராசரி; நிலையிட்ட சராசரி; நிறையிட்ட சராசரி, எடையிட்ட சராசரி, 
weighted moving average,  ஈடிட்ட மென்மையுறு சராசரி, 
weight factor,  எடைக் காரணி;- இணை நுண்நிலை, 
weight function,  எடைச் சார்பயன், ஈடிட்டச் சார்பு; நிறை சார்பு, 
weighting,  மதிப்பேற்றல், எடையேற்றல், அளவு ஈடுகட்டம், எடை காண், எடை எடுப்பது, 
weighting network,  ஈடுசெய் மின்னணு வலையமைப்பு, எடையேற்றப் பின்னகம், 
weight loaded regulator,  எடைஅழுத்தச் சீராக்கி, 
weissenberg effect,  வைஸ்ஸன்பெர்க் விளைவு, 
weissenberg method,  வைஸ்ஸன்பெர்க் முறை, 
weiss molecular field,  வைஸ் மூலக்கூற்றுப் புலம், 
weiss theory,  வைஸ் கோட்பாடு, 
weiss ring oven,  வைஸ் வளையச் சூட்டடுப்பு, 
weldability,  பற்றிடும் தன்மை, பற்றுவைப்புத்திறன், பற்றிணைவுத்திறம், 
weld bead,  பற்றுவைப்பு மணி, 
weld bonding,  பற்றுவைப்புப் பிணைப்பு, 
weld decay,  பற்றிணைப்பு அரிப்பு, பற்றுவைப்புச் சிதைவு, 
weld delay time,  பற்றிணைப்புத் தாழ்த்த நேரம், பற்றுவைப்புத் தாமதநேரம், 
welder,  பற்றிணைப்பான், பற்றுவைப்போர், 
weld gage,  பற்றுவைப்பு அளவி, 
welding current,  பற்றுவைப்பு மின்னோட்டம், பற்றிணைப்பு மின்னோட்டம், 
welding cycle,  பற்றிணைப்புச் சுழற்சி, பற்றுவைப்பு செயற்தொடர், 
welding electrode,  பற்றிணைப்பு மின்வாய், பற்றுவைப்பு மின்முனை, 
welding generator,  பற்றுவைப்பு மின்னாக்கி, பற்றிணைப்பு மின்னாக்கி, 
welding machine,  பற்றுவைப்பு எந்திரம், 
welding rod,  பற்ற வைப்புத் தண்டு, பற்றுவைப்புத் தண்டு, பற்றிணைப்புத் தண்டு, 
welding schedule,  பற்றுவைப்புக் குறிப்பு அட்டவணை, பற்றிணைப்புப் பட்டியலாவணம், 
welding sequence,  பற்றிணைப்பு வரிசை, பற்றுவைப்பு வரிசைமுறை, பற்றவைப்பு வரிசை, 
welding stress,  பற்றுவைப்புத் தகைவு, பற்றிணைப்புத் தகைப்பு, 
welding tip,  பற்றுவைப்பு முனை, 
welding torch,  பற்றுவைப்புச் சுடர், 
welding transformer,  பற்றவைப்பு மின்விசைமாற்றி, பற்ற வைப்பு மின்விசைமாற்றி, பற்ற வைப்பு மின்மாற்றி, பற்றிணைப்பு மின்மாற்றி, பற்றுவைப்பு மின்மாற்றி, 
weld interval,  பற்றிணைப்பு இடைநேரம், பற்றுவைப்பு இடைவெளி, 
weld interval timer,  பற்றுவைப்பு இடைவெளிக் கட்டுப்படுத்தி, 
weld line,  பற்றுவைப்பு அணி, 
weldment,  பற்றிணைப்பீடு, பற்றுவைத்த அமைப்பு, பற்றிணைப்புத் தொகையம், 
weld time,  பற்றிணைப்பு நேரம், பற்றுவைப்பு நேரம், 
weld zone,  பற்றுவைப்பு மண்டலம், 
well core,  ஆழ்துளைப் பதப்பாறை, 
well deck vessel,  கப்பல் பலகணி, 
well drill,  ஆழ் துரப்பணம்/ கேணித்துரப்பணம், 
well formed formula,  நல்லமைவு வாய்பாடு, 
well foundation,  கிணற்றுக் கடைகால்/ கிணற்றுக் கடைக்கால்/ கிணற்றுவகை அடித்தளம், 
well head,  கிணற்று முகப்பு/ கேணியுச்சி, 
well hole,  கிணற்றுத் துளை, 
well logging,  ஆழ்துளைக் குறிப்பேடு, 
well ordered set,  நல்வொழுங்குறு கணம், 
well ordering principle,  நல்வொழுங்குறுத்துக் கொள்கை; நல்வரிசைக் கொள்கை, 
wellpoint,  ஆழ்கிணற்றுப் பகுதி, 
wellpoint system,  ஆழ்கிணறு அமைப்பு, 
well posed problem,  முறைப்படுத்தப்பட்டச் சிக்கல், 
well regulated system,  நன்கு கட்டுப்படுத்தப்பட்ட அமைப்பு, 
well shooting,  கேணியக வெடியீடு: முறையான ஆழ்கிணறு வெடிப்பு, 
well sorted,  நன்குபிரிந்த ; நன்கு பிரிந்த, 
well type manometer,  கிணறுவகை அழுத்தஅளவி// சிறு தொட்டிவகை அழுத்தஅளவி, 
wentworth classification,  வென்ட்வொர்த் வகைப்பாடு, 
werner band,  வெர்னர் அலைப்பட்டை, 
west,  குடாது/ குடகு, பாம்புத்திசை, அபரம்: மேல்: மேல்கை, பச்சிமம்/ குடகம், உண்டைநூல், படுவான்// சரமம்: மேற்கு: மேற்றிசை/ குடக்கு; நாகதிசை/ கச்சான்/ வாருணம்: மேக்கு: மேல்சார், 
west australia current,  மேற்கு ஆஸ்திரேலியா நீரோட்டம்: மேற்கு ஆஸ்திரேலிய நீரோட்டம், 
west greenland current,  மேற்கு கிரீன்லாந்து நீரோட்டம், 
weston standard cell,  வெஸ்டன் செந்தர மின்கலம், 
westphal balance,  வெஸ்ட்ஃபோல் அடர்த்திஅளவி, 
westward intensification,  மேற்கு நோக்கிய செறிவு: மேற்குநோக்கியச் செறிவு, 
wet assay,  கரைசல்வழித் தாதுபிரிப்பு, 
wet blasting,  ஈரத்தகர்ப்பு, ஈரத்துளைவழி வெடித்தல், 
wet battery,  ஈரமின்கல அடுக்கு, பசைமின்கல அடுக்கு, 
wet cell caplight,  பசைமின்கல சுட்டுவிளக்கு, 
wet classifier,  ஈரவகைப்படுத்தி, 
wet contact,  ஈரத்தொடுகை, 
wet cooling tower,  ஆவிவிடைக் குளிர்ப்புக் கோபுரம், ஈரக்குளிர்விப்பு அமைப்பு, 
wet corrosion,  ஈர அரிமானம், ஈர அசிமானம், 
wet criticality,  ஈர மாறுநிலை, 
wet drawing,  ஈர இழுவை, ஈரத்தக வரையோவம், 
wet drill,  ஈரத் துரப்பணம், 
wet electrolytic capacitor,  ஈர மின்பகுப்புக் கொள்ளகி மின்சா, பசைப் பகுளி மின்கொண்மி, 
wet emplacement,  ஈரநிலைச் செலுத்தம், 
wet engine,  ஈரப் பொறி, ஈர - எந்திரம், 
wet flashover voltage,  ஈர முறிவு மின்னழுத்தம், 
wet gas,  ஈரவளி, ஈர வளிமம், 
wet grinding,  ஈர அரைவை, ஈர அரைப்பு, 
wet hole,  நீர்த்தரு ஆழ்துளை, 
wet mill,  ஈரப்பொருள் துருவு எந்திரம், ஈர - துரைப்பாலை, 
wet reed relay,  ஈரஅதிர்தகடு அஞ்சல், 
wet rot,  ஈரச்சிதைவு, ஈரப் பூசணம், 
wet scrubber,  ஈரத் துடைப்பான், 
wet sleeve,  ஈரம்படு உறை, 
wet slip,  கப்பல் பட்டித் தடம், 
wet spinning,  ஈரநூற்பு, ஈர நூற்பு, 
wet strength,  ஈரவலிவு, ஈரநிலை வலிமை, 
wet strength paper,  ஈரவலிவுத் தாள், ஈரநிலை வலிமைத் தாள், 
wet sump lubrication,  ஈரச்சேர்ம உயவிடல், 
wet tabling,  ஈர வகைப்படுத்தல், 
wetted surface,  நனைந்த மேற்பரப்பாரம்; நனைவுப் பரப்பு, 
wet test meter,  நனைவுமுறை வளிமஅளவி, 
wetting angle,  நனைவுக் கோணம்// சரிப்புக் கோணம், 
wet well,  நீர்மம் திரட்டு கலன், 
whaleback dune,  திமிங்கிலமுதுகுமணற்குன்று திமிங்கிலமுதுகு எக்கர், திமிங்கில மணற்குன்று, திமிங்கல மணற்குன்று, 
whaleboat,  திமிங்கிலவேட்டைப் படகு, திமிங்கில துடுப்புப் படகு, 
wheatstone bridge,  வீட்ஸ்டோன் சமனி; நாற்கைப்பாலச்சுற்று மின்சா, 
wheatstone network,  வீட்ஸ்டோன் வலையமைப்பு, 
wheatstone stereoscope,  வீட்ஸ்டோன் திண்மக்காட்சி நோக்கி, 
wheel base,  இருசு இடைத்தூரம், 
wheel bearing lubricant,  சக்கரத்தாங்கி உயவு, 
wheel dresser,  சக்கரமுகப்புக் கடைசலி// சக்கரச் சீர்படுத்தி, 
wheeled crane,  சக்கரக்கொக்கெந்திரம்// சக்கர ஓந்தி, 
wheeler feynman theory,  வெல்லர் பின்மென் கோட்பாடு, 
wheeling,  சாரி// சுழற்று, பயன்பாட்டு மாற்றுகை, பயன்பாட்டுச் சுழற்சி, 
wheel load capacity,  ஊர்தி பளுஏற்புத்திறன்// சக்கரப் பாரத் தகைத்திறம், 
wheel sleeve,  சக்கர உறை, 
wheel static,  சக்கர உராய்வு நிலை, 
wheweel equation,  வாவெல் சமன்பாடு, 
whip antenna,  தூண்டில் அலைவாங்கி// சாட்டை - அலைக் கொடி, 
whipcord,  சாட்டைவார்// சாட்டைக்கயிறு// சாய்வரித்துணி, 
twill fabric,  சாய்வரித்துணி, 
whirly,  அண்டார்க்டிகா புயல், அண்டார்டிகா புயல், 
whispering gallery,  மீமெல்லொலிப்பகம்/ கிசுகிசுக் கூடம்: மெல்லொலி அடுக்கு அரங்கம், 
whistle buoy,  ஊதல் மிதவை/ வீளை - மிதவை, 
whistler,  வளிமண்டலச் சுழிப்பு, 
whistling meteor,  அதிர்வெண் மாறு எரிகல், 
white ant,  நெய்ப்பு: மலசம், பாதாளமூலம்/ கேவர்த்தன், ஆழல்// செல், யாழல்/ கறையான்// சிதல்// சில்லான்: மைனிகன், 
white body,  தவளாங்கம்/ வெள்ளுடம்பு/ கற்பித வெண்பொருள், 
whitecap,  குமிழ்முகில், 
white carbon black,  வெண்கரியக் கருப்பு/ வெள்ளைக் கரித்தூள், 
white cement,  வெண் சிமிட்டி, 
white compression,  வெண் கட்டழுத்தம்/ வெண்மை அமுக்கம், 
white damp,  சுரங்கச்சாவி/ வெள்ளாவி கரிய ஒருயிரகை, 
white heart malleable iron,  வெண்வார்ப்பு தகட்டிரும்பு, 
white iron,  வெண்ணிரும்பு/ வெள்ளிரும்பு, 
white level,  பெரும ஒளிச்செறிவுக் குறிகை, 
white light hologram,  வெண்ணொளி முப்பரிமாணப் படம், 
white metal,  வெண்மாழை/ வெள்ளை உலோகம், 
white mineral oil,  வெண்கனிம எண்ணெய்/ வெண் கனிம நெய்யம், 
whitening filter,  வெண்மைதரு வடிப்பி, 
white matter,  வெள்ளைப் பொருள்; நரம்பு வெண்திசு/ வெண் பொருள்/ வெண்பொருள், 
white object,  வெண்பொருள், 
white oil,  வெண் எண்ணெய்/ வெண்ணெய்யம், 
whiteout,  வளிமண்டல ஒளிநிகழ்வு, 
white portland cement,  வெண்சீமைக்காரை, 
whiteprint,  வெண்படிவ அச்சிடல், 
white squall,  திடீர்க் கடற்புயல், திடீர் கடற்புயல், 
white stochastic process,  வெள்ளை வாய்ப்பியல் செயல்முறை, 
white transmission,  வெண்செலுத்தம்/ வெண் செலுத்தீடு, 
white wash,  சுண்ணாம்புத்தண்ணீர்// சுடுசுண்ணச்சாந்து/ வெள்ளை அடித்தல், 
white water,  வெண்மை நீர், 
whiting,  வெண்மையாதல்/ கிழங்கான்/ வெள்ளைப் பசை/ வெண் சுண்ணம், 
whitney sum,  விட்னி தொகை, 
whitworth screw thread,  விட்வெர்த் திருகு புரி, 
whole body counter,  முற்றுடல் கதிர்வீச்சு எண்ணி, 
whole range point,  செங்குத்து வெடிகுண்டு வீசுபுள்ளி, 
whole tone,  அறுபடிமூல ஒலி இடைவெளி, 
wicket dam,  புழைக்கடையணை, திட்டிவாயில் அணை, 
wicking,  திரிவரல், 
wide area data service,  அகல்தரவுச் சேவை, 
wide area telephone service,  அகலப்பரப்புத் தொலைபேசிச் சேவை/ விரிபரப்புத் தொலைபேசிச் சேவை, 
wide band,  அகலக் கற்றை, அகல பட்டை, 
wide band amplifier,  அகல பட்டை மிகைப்பி, 
wide band ratio,  அகலப்பட்டை விகிதம், அகலப்பட்டைத் தகவு, 
wide band repeater,  அகலப்பட்டை மீளச்செயலி, அகலப்பட்டைத் திரும்பிச் செய்வி, 
wide band switching,  அகலப்பட்டை மின்பொருத்தி, அகலப்பட்டைச் சொடுக்கியீடு, 
wide band transformer,  அகலப்பட்டை மின்மாற்றி, 
wide berth,  இடையீடில்லா நிலை, 
wide flange beam,  அகல்விளிம்பு விட்டம், 
wide open,  தெரிவு நுட்பமில்லாமை/ கயவாய்/ கயவுவாய், 
widmanstatten pattern,  விட்மென்ஸ்டாடென் பாங்கம், 
widmanstatten patterns,  விட்மென்ஸ்டாடென் பாங்கம், 
width coding,  மின்துடிப்பு நேரக்குறிமுறை, 
width control,  அகலக் கட்டுப்பாடு, அகலக் கட்டுப்படுத்தம், 
wiedemann effect,  வியட்மென் விளைவு, 
wiedemann franz law,  வியட்மென் பிரான்ஸ் விதி, 
wiegand effect,  விகேண்ட் விளைவு, 
wiegand module,  விகேண்ட் கூறமைப்பு, 
wiegand wire,  விகேண்ட் கம்பி, 
wien bridge oscillator,  வென் சமனி அலையியற்றி, 
wien capacitance bridge,  வென் கொண்மிச் சமனி, 
wien constant,  வென் மாறிலி, 
wiener frequency bridge,  வீனர் அதிர்வெண் சமனி, 
wiener inductance bridge,  வீனர் மின்தூண்டல் சமனி, 
wiener process,  வீனர் செயல்முறை, 
wien maxwell bridge,  வெயன் மாக்ஸ்வெல் சமனி, 
wierl equation,  விர்ல் சமன்பாடு, 
wierl formula,  விர்ல் வாய்பாடு, 
wiggler,  குறுக்கு மின்காந்தப்புலம், 
wigner coefficient,  விக்னெர் கெழு, 
wigner eckart theorem,  விக்னெர் எக்கார்ட் தேற்றம், 
wigner effect,  விக்னெர் விளைவு, 
wigner energy,  விக்னெர் ஆற்றல், 
wigner force,  விக்னெர் விசை, 
wigner nuclides,  விக்னெர் சிதைவுறு உட்கருக்கள், 
wigner release,  விக்னெர் விடுவிப்பு, 
wigner seitz cell,  விக்னெர் சிட்ஸ் படிகக்கூறு, 
wigner supermultiplet,  விக்னெர் உயர்ஆற்றல்நிலை, 
wilcoxon two sample test,  வில்காக்சென் இரு பதச் சோதனை, 
wildcat,  நங்கூர உருளை, 
wild fence,  மழைமானி மரவேலி, 
wildflysch,  ஒழுங்கற்றப் பாறாங்கல், ஒழுங்கற்ற பாறாங்கல், 
wildness,  பேய், உலோகக் குழம்புத் தெறித்தல்: முரடு: மோறை, பச்சை/ வெறி, 
wild snow,  நிலையற்றப் பனி; நிலையற்ற பனி, 
willans line,  வில்யன்ஸ் வரி, 
williams hazen formula,  வில்லியம்ஸ் ஹேசன் வாய்பாடு, 
williams refractometer,  வில்லியம்ஸ் ஒளிவிலக்க அளவி, 
williwaw,  குளிர்காலக் கடும்புயற்காற்று, 
willy willy,  ஆஸ்திரேலியக் கடும் வெப்பப்புயல், ஆஸ்திரேலிய கடும் வெப்பப்புயல், 
wilson cloud chamber,  வில்சன் முகில் அறை, 
wilson electroscope,  வில்சன் மின்காட்டி, 
wimshurst machine,  விம்ஹெர்ஸ்ட் நிலை மின்னாக்கி, 
winch operator,  இழுவை இயக்குபவர்// சகடப் பொறியர், 
windage,  காற்றுவிலக்கம்/ காற்றுக்கோட்டம், 
windage loss,  காற்றியக்க இழப்பு/ காற்றுக் கோட்ட இழப்பு, 
windbreak,  காற்று இடர்தடுப்பு/ காற்றுத் தடுப்பு காற்றுத் தடுக்கு/ காற்றுத்தடுப்பு மரங்கள், 
wind charger,  காற்றியக்க மின்னூட்டி, 
wind chill,  காற்றுச் சிலிர்ப்பு/ காற்றியக்கக் குளிர்வு/ காற்றுக் குளிர்ச்சி, 
wind chill index,  காற்றியக்கக் குளிர்வுச் சுட்டு/ காற்றியக்கக் குளிர்வுச் சுட்டி, 
wind cone,  காற்றுக் கூம்பு/ காற்றுக்கூம்பு, 
wind correction,  காற்றுத் திருத்தம்/ காற்றுவிளைவு திருத்தம், 
wind crust,  காற்றுப் பனிமேலோடு, 
wind direction indicator,  காற்றுத் திசைக்காட்டி/ காற்றோட்டத்திசை சுட்டி, 
wind direction shaft,  காற்றுத் திசைக்குறி, 
wind divide,  காற்றுத் திசைமாறுபாடு, 
wind drift,  காற்று நகர்ச்சி/ காற்று நகர்வு, 
winder,  சுருணையாளர்// சுற்றி;- இராட்டை// சுருள்படி// சுற்று எந்திரம், 
wind factor,  காற்றுக் காரணி, 
wind gap,  மலையிடை காற்றுவழி: மலையூடு காற்றுவழி, 
winding number,  சுழல் எண்// சுற்றல் எண், 
wind measurement,  காற்று அளவீடு, 
windmill anemometer,  காற்றாலைக் காற்று வேகமானி/ காற்றாலை வேகஅளவி, 
wind milling,  காற்றுஉந்துச் சுழல், 
wind noise,  காற்றிரைச்சல், 
window bar,  சாளரக் கம்பி, 
window frost,  சாளரப் பனித்திரை, பலகணி உறைபனி, 
window ice,  சாளரப் பனி, 
wind rode,  நங்கூர இணை நீர்க்கலம், 
wind rose,  காற்றுப் புள்ளியியல் படம்/ காற்று வரைபடம், 
windrow,  உலர் வரி/ காற்று குவிபொருள்/ காற்றுக் குவிபொருள்/ வெட்டுக்கிளை, தழைக்குவியல், 
winds aloft,  உயர்மட்டக் காற்று விவரம், 
wind scoop,  காற்றுப் பனிக்குவளை, 
wind shear,  காற்று முறிவு/ காற்றுத் திசைவேக மாறுபாடு, 
wind shift line,  காற்று விசைமாறு குறுமண்டலம்/ காற்றுத் திசைமாறு வரை, 
sail boat,  பாய்மரக்கப்பல், பாய்ப்படகு, 
wind ship,  பாய்மரக்கப்பல், 
wind slab,  காற்றுப் பாளம்/ காற்றுப்புகு பனிப்பலகம், 
wind star,  காற்றுவேக முக்கோணத்தீர்வு முறை, 
windstorm,  கடும் புயற்காற்று/ காற்றுப் புயல், 
wind stress,  காற்றுப் புவித்தகைவு/ காற்றுப் புவித் தகைவு/ காற்றுத் தகைப்பு, 
wind tee,  T வடிவ காற்றலைச் சிறகுகள், 
wind tide,  காற்றலை ஓதம், 
wind triangle,  காற்று முக்கோணம், 
wind tunnel,  காற்றுச் சுருங்கை, 
wind tunnel balance,  காற்றுச் சுருங்கைஅளவி, 
wind tunnel instrumentation,  காற்றுச்சுருங்கை அளவுக்கருவி அணி, 
wind turbine,  காற்றோட்டச் சுழலி/ காற்றாற்றல் சுழலி, 
windup,  தண்டு முறுக்கம், 
wing assembly,  சிறகுக் கட்டமைப்பு;- இறக்கைத் தொகுதி, 
wing axis,  இறகச்சு// சிறகச்சு, 
winged headland,  இருவழி கடற்குன்று, 
winglet,  சிறு சிறகு;- இறகு இழுவைத்தடை, 
wing loading,  இறகுப் பளு, 
wing nut,  சிறகு மரை;- இறகு மரை, 
wing profile,  இறகு உருவடிவம், 
wing rib,  இறகுத் தண்டு, 
wing screw,  இறகுவடிவத் திருகு, 
wing spot generator,  இறகொளி உண்டாக்கி, 
wing structure,  இறகுக் கட்டமைப்பு, 
wing tip rake,  இணையிலா இறகுமுனை, 
winning,  கெலிப்பு, புது சுரங்கத்திறப்பு, புதிய சுரங்கவாயில்// சுரங்கப் பனிப்பகுதி/ வெற்றி உறுதியான// சுரங்கந்தோண்டுதல்/ கடத்தல்/ வெற்றிபெறல், 
winter buoy,  குளிர்கால மிதவை/ குளிர்காலமிதவை, 
winter ice,  குளிர்காலப் பனிக்கட்டி, 
winterization,  கொழுப்புப் பதப்படுத்துதல்/ குளிர்காலத் தகவமைத்தல், 
winter load line,  குளிர்காலப் பளு வரையறை, 
winter marker,  குளிர்காலக் குறி, 
winter talus ridge,  குளிர்கால மலையடிக்குவியல், 
winze,  இருமட்ட செங்குத்து இணைவு, 
wiped joint,  துடைத்த மூட்டு; நீர்ம மூட்டு, துடைப்பு ஒட்டு, 
wipe on plate,  மெல்லிய பூச்சுத் தட்டு, 
wiping,  நிரந்தரக் காந்தநீக்கம்; நீவி, துடைக்கும், 
wiping contact,  துடைப்பான் தொடுகை, துடைப்புத் தொடுகை, 
wiping effect,  துடைத்தல் விளைவு, துடைப்பு விளைவு, 
wire bonding,  கம்பிப் பிணைப்பு, 
wire cloth,  கம்பித் துணி/ கம்பித் திரை, 
wire comb,  கம்பிச் சீப்பு, 
wire cut brick,  கம்பிவெட்டுச் செங்கல், 
wire drag,  கம்பி அளக்கைக் கருவி, 
wire fabric reinforcing,  கம்பித்துணி வலுவூட்டல், 
wire facsimile system,  கம்பித் தொலைநகல் அமைப்பு, 
wire flame spray gun,  கம்பிச் சுடர்தெளிப்புப் பொறி, 
wire fusing current,  கம்பியுருகல் மின்னோட்டம்/ கம்பி உருகு மின்னோட்டம், 
wire gage,  கம்பி அளவி, 
wire glass,  கம்பிக்கண்ணாடித் தகடு, 
wire grating,  கம்பிக் கீற்றணி, 
wire holder,  கம்பிப் பிடிப்பி, 
wire insulation,  கம்பி மின்காப்பு, 
wire lath,  கம்பி மரப்பட்டி, 
wire rope,  கம்பி வடம்/ கம்பிக் கயிறு, 
wire line,  கம்பி வடம், 
wire link telemetry,  கம்பித்தொடர்பு தொலை அளவியல், 
wire nail,  கம்பியாணி, பிரஞ்சாணி/ கம்பி ஆணி, 
wire photo,  கம்பி ஒளிப்படம், 
wire point,  விழுதுக் கம்பி, 
wire recorder,  கம்பிக் காந்தப் பதிப்பி/ காந்தக் கம்பிப்பதிவான், 
wire rod,  கம்பித்தடி/ கம்பித் தண்டு, 
wire saw,  கம்பி வாளரம்/ கம்பி அரம், 
wiresonde,  வளிமண்டல உயரங்காணி, 
wire stripper,  கம்பிக் காப்புநீக்கி, 
wire tack,  கம்பிப் பொருத்தாணி, 
wiretap,  மரைக்கம்பி இணைப்பு, 
wire telegraphy,  கம்பித் தந்திமுறை/ கம்பித் தொலைவரி, 
wire train,  கம்பி உருவாக்குக் கருவித்தொடர், 
wire way,  கம்பி வழி, 
wire weight gage,  கம்பி எடைஅளவி, 
wire wound cryotron,  கம்பிச்சுற்றறிய உறைசூழல், 
wire wound resistor,  கம்பிச்சுற்றறியத் தடையகம்/ கம்பிச் சுற்றுத் தடையமைவன், 
wire wound rheostat,  கம்பிச்சுற்றல் தடைமாற்றி, 
wire wrap connection,  கம்பியணை மின்னிணைப்பு, 
wiring,  கம்பிவேய்தல்/ கம்பிச்சுற்று வரிப்படம்/ கம்பியீடு/ கம்பியிழுப்பு: மின்கம்பியமைப்பு: மின்கம்பியிடல்/ கம்பியமைத்தல், 
wiring diagram,  கம்பி வரிப்படம்: மின்சுற்று வரைபடம்/ கம்பியமைவு விளக்கப்படம், 
wiring harness,  கம்பிக் காப்புக் கவசம், 
wisper wind,  விஸ்பர் நதிக்காற்று/ விஸ்பர் நதி இரவுக் குளிர்காற்று, 
witch hazel,  உலர்இலைச் சாறு, 
witte margules equation,  வைடி மார்குலெஸ் சமன்பாடு, 
witt group,  விட் குலம், 
witt grothendieck group,  விட் குரோடென்டெக் குலம், 
witt theory,  விட் கோட்பாடு, 
wobbe index,  வாபே சுட்டி, 
wobble friction,  பிறழ்வு உராய்வு, 
wolf,  கோநாய், ஓநாய்// சனாசனம், தோண்டான், அரணியயசுவன்/ வாகரம்/ குடத்தி;- இசைப்பொருந்தா ஒலி, 
wolf krishner reduction,  உல்ஃப் கிரிஸ்னர் உயிர்வளிம ஒடுக்கம், 
wollaston polarizing prism,  உலெஸ்டென் முனைவுறல் பட்டகம், 
wollaston wire,  உலெஸ்டென் கம்பி, 
wood block,  மரத்தளம்: மரத்துண்டு, அச்சுக் கட்டை, 
wood block printing,  கட்டை முறை அச்சிடல், 
wood carving tools,  மரஞ்செதுக்கு உளிகள், 
woodcut,  மரச்செதுக்கு அச்சு: மரச் செதுக்கு அச்சு: மரஞ்செதுக்கு ஓவியம், 
wood effect,  உட் விளைவு, 
wood engraving,  மரச் சித்திரவேலை : மரச் செதுக்கு வேலை, 
wooden pile,  மர நிலத்தூண்: மரக்குத்துக்கோல், 
wood filler,  மரத்துளை நிரப்பி, 
wood physics,  மர இயற்பியல், 
wood preservative,  மரக்காப்புப் பொருள்: மரப்பாதுகாப்புப் பூச்சு: மரக் காப்புப்பொருள், 
wood screw,  மரத்திருகாணி, 
woodstove pipe,  மரப்பட்டைக் குழாய், 
wood tin,  மரத் தகரம், 
woodward hoffmann rule,  உட்வேர்டு ஹாப்மேன் விதி, 
woody structure,  மரக் கட்டமைப்பு, 
